"","receiver_id","receiver_player_name","Pos","posteam","complete_pass","yards_gained","G"
"4434","00-0031549","N.Agholor","WR","LV",1,59,16
"4435","00-0031325","S.Watkins","WR","KC",1,16,10
"4436","00-0033040","T.Hill","WR","KC",1,37,15
"4437","00-0030506","T.Kelce","TE","KC",0,0,15
"4438","00-0031325","S.Watkins","WR","KC",1,8,10
"4439","00-0031610","D.Waller","TE","LV",1,5,16
"4440","00-0036360","C.Edwards-Helaire","RB","KC",1,4,13
"4441","00-0036360","C.Edwards-Helaire","RB","KC",0,0,13
"4442","00-0030506","T.Kelce","TE","KC",1,14,15
"4443","00-0033040","T.Hill","WR","KC",0,0,15
"4444","00-0034192","N.Keizer","TE","KC",0,0,16
"4445","00-0036357","H.Ruggs","WR","LV",1,72,13
"4446","00-0033040","T.Hill","WR","KC",0,0,15
"4447","00-0035140","M.Hardman","WR","KC",0,0,16
"4448","00-0030506","T.Kelce","TE","KC",1,23,15
"4449","00-0033040","T.Hill","WR","KC",1,15,15
"4450","00-0034297","B.Pringle","WR","KC",1,23,13
"4451","00-0032775","D.Robinson","WR","KC",0,0,16
"4452","00-0033040","T.Hill","WR","KC",0,0,15
"4453","00-0031549","N.Agholor","WR","LV",1,8,16
"4454","00-0034983","H.Renfrow","WR","LV",0,0,16
"4455","00-0030506","T.Kelce","TE","KC",1,6,15
"4456","00-0031610","D.Waller","TE","LV",0,0,16
"4457","00-0036357","H.Ruggs","WR","LV",0,0,13
"4458","00-0036360","C.Edwards-Helaire","RB","KC",0,0,13
"4459","00-0036360","C.Edwards-Helaire","RB","KC",1,16,13
"4460","00-0030506","T.Kelce","TE","KC",0,0,15
"4461","00-0035700","J.Jacobs","RB","LV",1,4,15
"4462","00-0035700","J.Jacobs","RB","LV",1,4,15
"4463","00-0031610","D.Waller","TE","LV",1,23,16
"4464","00-0031610","D.Waller","TE","LV",1,7,16
"4465","00-0035700","J.Jacobs","RB","LV",0,0,15
"4466","00-0022127","J.Witten","TE","LV",1,2,16
"4467","00-0034983","H.Renfrow","WR","LV",1,42,16
"4468","00-0022127","J.Witten","TE","LV",1,4,16
"4469","00-0036360","C.Edwards-Helaire","RB","KC",0,0,13
"4470","00-0032775","D.Robinson","WR","KC",1,3,16
"4471","00-0030506","T.Kelce","TE","KC",0,0,15
"4472","00-0030506","T.Kelce","TE","KC",0,0,15
"4473","00-0032775","D.Robinson","WR","KC",1,-1,16
"4474","00-0036360","C.Edwards-Helaire","RB","KC",1,20,13
"4475","00-0032775","D.Robinson","WR","KC",0,0,16
"4476","00-0035140","M.Hardman","WR","KC",1,37,16
"4477","00-0030506","T.Kelce","TE","KC",1,7,15
"4478","00-0033891","Z.Jones","WR","LV",1,2,16
"4479","00-0031376","J.McKinnon","RB","SF",0,0,16
"4480","00-0035350","P.Williams","WR","MIA",1,47,8
"4481","00-0031547","D.Parker","WR","MIA",0,0,14
"4482","00-0033471","I.Ford","WR","MIA",1,15,10
"4483","00-0033896","A.Shaheen","TE","MIA",1,3,16
"4484","00-0035719","D.Samuel","WR","SF",0,0,7
"4485","00-0036261","B.Aiyuk","WR","SF",1,15,12
"4486","00-0031687","R.Mostert","RB","SF",1,5,8
"4487","00-0033307","K.Bourne","WR","SF",1,11,15
"4488","00-0032791","J.Grant","WR","MIA",0,0,14
"4489","00-0031547","D.Parker","WR","MIA",1,28,14
"4490","00-0032791","J.Grant","WR","MIA",1,6,14
"4491","00-0035311","M.Gaskin","RB","MIA",1,6,10
"4492","00-0035719","D.Samuel","WR","SF",1,15,7
"4493","00-0033288","G.Kittle","TE","SF",1,11,8
"4494","00-0033307","K.Bourne","WR","SF",0,0,15
"4495","00-0035350","P.Williams","WR","MIA",1,8,8
"4496","00-0034829","M.Gesicki","TE","MIA",1,12,15
"4497","00-0035350","P.Williams","WR","MIA",1,19,8
"4498","00-0035311","M.Gaskin","RB","MIA",1,2,10
"4499","00-0031547","D.Parker","WR","MIA",1,22,14
"4500","00-0035719","D.Samuel","WR","SF",0,0,7
"4501","00-0036261","B.Aiyuk","WR","SF",1,20,12
"4502","00-0035719","D.Samuel","WR","SF",0,0,7
"4503","00-0034829","M.Gesicki","TE","MIA",1,70,15
"4504","00-0034829","M.Gesicki","TE","MIA",0,0,15
"4505","00-0033288","G.Kittle","TE","SF",0,0,8
"4506","00-0033307","K.Bourne","WR","SF",0,0,15
"4507","00-0031376","J.McKinnon","RB","SF",0,0,16
"4508","00-0034829","M.Gesicki","TE","MIA",1,4,15
"4509","00-0034829","M.Gesicki","TE","MIA",1,1,15
"4510","00-0035350","P.Williams","WR","MIA",0,0,8
"4511","00-0031376","J.McKinnon","RB","SF",1,0,16
"4512","00-0033288","G.Kittle","TE","SF",0,0,8
"4513","00-0035719","D.Samuel","WR","SF",0,0,7
"4514","00-0033471","I.Ford","WR","MIA",1,8,10
"4515","00-0034829","M.Gesicki","TE","MIA",1,4,15
"4516","00-0035311","M.Gaskin","RB","MIA",1,7,10
"4517","00-0032791","J.Grant","WR","MIA",0,0,14
"4518","00-0035719","D.Samuel","WR","SF",0,0,7
"4519","00-0036261","B.Aiyuk","WR","SF",0,0,12
"4520","00-0036261","B.Aiyuk","WR","SF",0,0,12
"4521","00-0033288","G.Kittle","TE","SF",1,12,8
"4522","00-0033307","K.Bourne","WR","SF",1,19,15
"4523","00-0035311","M.Gaskin","RB","MIA",1,15,10
"4524","00-0033308","M.Breida","RB","MIA",1,31,12
"4525","00-0035350","P.Williams","WR","MIA",1,32,8
"4526","00-0031687","R.Mostert","RB","SF",1,15,8
"4527","00-0034115","J.Wilson","RB","SF",0,0,12
"4528","00-0033288","G.Kittle","TE","SF",1,12,8
"4529","00-0031376","J.McKinnon","RB","SF",1,5,16
"4530","00-0035311","M.Gaskin","RB","MIA",1,4,10
"4531","00-0031687","R.Mostert","RB","SF",1,9,8
"4532","00-0035719","D.Samuel","WR","SF",0,0,7
"4533","00-0036261","B.Aiyuk","WR","SF",0,0,12
"4534","00-0033288","G.Kittle","TE","SF",1,9,8
"4535","00-0035719","D.Samuel","WR","SF",1,4,7
"4536","00-0033288","G.Kittle","TE","SF",0,0,8
"4537","00-0036261","B.Aiyuk","WR","SF",1,9,12
"4538","00-0033288","G.Kittle","TE","SF",0,0,8
"4539","00-0034970","I.Smith","TE","MIN",0,0,13
"4540","00-0034970","I.Smith","TE","MIN",1,23,13
"4541","00-0034970","I.Smith","TE","MIN",1,5,13
"4542","00-0036322","J.Jefferson","WR","MIN",1,5,16
"4543","00-0035006","O.Johnson","WR","MIN",1,13,16
"4544","00-0033594","C.Carson","RB","SEA",1,7,12
"4545","00-0035640","D.Metcalf","WR","SEA",1,13,16
"4546","00-0033594","C.Carson","RB","SEA",1,2,12
"4547","00-0034972","A.Mattison","RB","MIN",1,7,13
"4548","00-0036322","J.Jefferson","WR","MIN",0,0,16
"4549","00-0033893","D.Cook","RB","MIN",1,7,14
"4550","00-0030035","A.Thielen","WR","MIN",1,9,15
"4551","00-0033893","D.Cook","RB","MIN",1,9,14
"4552","00-0033594","C.Carson","RB","SEA",1,3,12
"4553","00-0036247","F.Swain","WR","SEA",1,12,16
"4554","00-0036322","J.Jefferson","WR","MIN",1,7,16
"4555","00-0033594","C.Carson","RB","SEA",1,-6,12
"4556","00-0033893","D.Cook","RB","MIN",1,10,14
"4557","00-0030035","A.Thielen","WR","MIN",1,8,15
"4558","00-0034972","A.Mattison","RB","MIN",1,14,13
"4559","00-0030035","A.Thielen","WR","MIN",1,9,15
"4560","00-0033893","D.Cook","RB","MIN",1,3,14
"4561","00-0027981","K.Rudolph","TE","MIN",0,0,12
"4562","00-0030035","A.Thielen","WR","MIN",0,0,15
"4563","00-0032211","T.Lockett","WR","SEA",1,9,16
"4564","00-0033893","D.Cook","RB","MIN",1,-5,14
"4565","00-0030035","A.Thielen","WR","MIN",0,0,15
"4566","00-0033594","C.Carson","RB","SEA",1,13,12
"4567","00-0025418","G.Olsen","TE","SEA",1,20,11
"4568","00-0034159","W.Dissly","TE","SEA",1,19,16
"4569","00-0030035","A.Thielen","WR","MIN",0,0,15
"4570","00-0036247","F.Swain","WR","SEA",1,2,16
"4571","00-0035640","D.Metcalf","WR","SEA",1,13,16
"4572","00-0036322","J.Jefferson","WR","MIN",0,0,16
"4573","00-0034972","A.Mattison","RB","MIN",1,3,13
"4574","00-0034970","I.Smith","TE","MIN",1,25,13
"4575","00-0030035","A.Thielen","WR","MIN",1,9,15
"4576","00-0030035","A.Thielen","WR","MIN",0,0,15
"4577","00-0030035","A.Thielen","WR","MIN",1,10,15
"4578","00-0030035","A.Thielen","WR","MIN",1,14,15
"4579","00-0030035","A.Thielen","WR","MIN",1,3,15
"4580","00-0033594","C.Carson","RB","SEA",1,8,12
"4581","00-0032211","T.Lockett","WR","SEA",1,1,16
"4582","00-0032211","T.Lockett","WR","SEA",1,17,16
"4583","00-0033589","D.Moore","WR","SEA",0,0,16
"4584","00-0035640","D.Metcalf","WR","SEA",0,0,16
"4585","00-0030035","A.Thielen","WR","MIN",1,12,15
"4586","00-0036322","J.Jefferson","WR","MIN",1,11,16
"4587","00-0034970","I.Smith","TE","MIN",1,11,13
"4588","00-0030035","A.Thielen","WR","MIN",1,6,15
"4589","00-0035640","D.Metcalf","WR","SEA",0,0,16
"4590","00-0035640","D.Metcalf","WR","SEA",1,7,16
"4591","00-0033594","C.Carson","RB","SEA",0,0,12
"4592","00-0033589","D.Moore","WR","SEA",0,0,16
"4593","00-0033589","D.Moore","WR","SEA",0,0,16
"4594","00-0035640","D.Metcalf","WR","SEA",1,39,16
"4595","00-0035640","D.Metcalf","WR","SEA",0,0,16
"4596","00-0032211","T.Lockett","WR","SEA",1,17,16
"4597","00-0035640","D.Metcalf","WR","SEA",1,15,16
"4598","00-0032211","T.Lockett","WR","SEA",0,0,16
"4599","00-0035640","D.Metcalf","WR","SEA",0,0,16
"4600","00-0035640","D.Metcalf","WR","SEA",0,0,16
"4601","00-0035640","D.Metcalf","WR","SEA",1,6,16
"4602","00-0027981","K.Rudolph","TE","MIN",1,10,12
"4603","00-0036358","C.Lamb","WR","DAL",0,0,16
"4604","00-0034383","D.Schultz","TE","DAL",1,6,16
"4605","00-0036358","C.Lamb","WR","DAL",1,18,16
"4606","00-0036358","C.Lamb","WR","DAL",1,10,16
"4607","00-0033045","E.Elliott","RB","DAL",1,14,15
"4608","00-0036358","C.Lamb","WR","DAL",0,0,16
"4609","00-0035535","D.Slayton","WR","NYG",1,12,16
"4610","00-0035535","D.Slayton","WR","NYG",1,17,16
"4611","00-0032062","B.Bell","TE","DAL",1,13,16
"4612","00-0033045","E.Elliott","RB","DAL",0,0,15
"4613","00-0035261","T.Pollard","RB","DAL",0,0,16
"4614","00-0034988","K.Smith","TE","NYG",1,7,15
"4615","00-0027891","G.Tate","WR","NYG",1,3,12
"4616","00-0034764","M.Gallup","WR","DAL",1,8,16
"4617","00-0027891","G.Tate","WR","NYG",1,11,12
"4618","00-0033881","E.Engram","TE","NYG",0,0,16
"4619","00-0027891","G.Tate","WR","NYG",1,21,12
"4620","00-0035535","D.Slayton","WR","NYG",1,16,16
"4621","00-0031544","A.Cooper","WR","DAL",0,0,16
"4622","00-0036358","C.Lamb","WR","DAL",1,26,16
"4623","00-0036358","C.Lamb","WR","DAL",1,6,16
"4624","00-0034383","D.Schultz","TE","DAL",0,0,16
"4625","00-0036358","C.Lamb","WR","DAL",1,21,16
"4626","00-0027891","G.Tate","WR","NYG",0,0,12
"4627","00-0035535","D.Slayton","WR","NYG",0,0,16
"4628","00-0035535","D.Slayton","WR","NYG",1,12,16
"4629","00-0033881","E.Engram","TE","NYG",1,16,16
"4630","00-0033950","W.Gallman","RB","NYG",1,-3,15
"4631","00-0036358","C.Lamb","WR","DAL",1,22,16
"4632","00-0034383","D.Schultz","TE","DAL",0,0,16
"4633","00-0036358","C.Lamb","WR","DAL",1,11,16
"4634","00-0035535","D.Slayton","WR","NYG",0,0,16
"4635","00-0027891","G.Tate","WR","NYG",1,7,12
"4636","00-0031544","A.Cooper","WR","DAL",1,8,16
"4637","00-0031544","A.Cooper","WR","DAL",0,0,16
"4638","00-0035535","D.Slayton","WR","NYG",1,10,16
"4639","00-0035535","D.Slayton","WR","NYG",1,39,16
"4640","00-0033950","W.Gallman","RB","NYG",1,3,15
"4641","00-0035535","D.Slayton","WR","NYG",1,9,16
"4642","00-0034764","M.Gallup","WR","DAL",1,8,16
"4643","00-0035261","T.Pollard","RB","DAL",1,9,16
"4644","00-0035261","T.Pollard","RB","DAL",1,-7,16
"4645","00-0036358","C.Lamb","WR","DAL",1,10,16
"4646","00-0035535","D.Slayton","WR","NYG",0,0,16
"4647","00-0035535","D.Slayton","WR","NYG",1,14,16
"4648","00-0036358","C.Lamb","WR","DAL",0,0,16
"4649","00-0031544","A.Cooper","WR","DAL",1,15,16
"4650","00-0034764","M.Gallup","WR","DAL",1,19,16
"4651","00-0034764","M.Gallup","WR","DAL",1,38,16
"4652","00-0034407","R.McCloud","WR","PIT",1,2,16
"4653","00-0031387","E.Ebron","TE","PIT",1,4,15
"4654","00-0035216","D.Johnson","WR","PIT",1,-2,15
"4655","00-0033733","G.Ward","WR","PHI",1,5,16
"4656","00-0036398","J.Hightower","WR","PHI",0,0,13
"4657","00-0030061","Z.Ertz","TE","PHI",0,0,11
"4658","00-0034676","J.Washington","WR","PIT",1,5,16
"4659","00-0036326","C.Claypool","WR","PIT",1,7,16
"4660","00-0034676","J.Washington","WR","PIT",1,12,16
"4661","00-0034407","R.McCloud","WR","PIT",1,8,16
"4662","00-0034676","J.Washington","WR","PIT",0,0,16
"4663","00-0030470","V.McDonald","TE","PIT",1,4,14
"4664","00-0033857","J.Smith-Schuster","WR","PIT",0,0,16
"4665","00-0036398","J.Hightower","WR","PHI",0,0,13
"4666","00-0033857","J.Smith-Schuster","WR","PIT",1,-1,16
"4667","00-0036326","C.Claypool","WR","PIT",1,15,16
"4668","00-0036326","C.Claypool","WR","PIT",1,32,16
"4669","00-0035592","T.Fulgham","WR","PHI",1,13,13
"4670","00-0035592","T.Fulgham","WR","PHI",0,0,13
"4671","00-0035592","T.Fulgham","WR","PHI",1,7,13
"4672","00-0035592","T.Fulgham","WR","PHI",1,9,13
"4673","00-0035592","T.Fulgham","WR","PHI",1,18,13
"4674","00-0030061","Z.Ertz","TE","PHI",1,6,11
"4675","00-0033553","J.Conner","RB","PIT",1,11,13
"4676","00-0031387","E.Ebron","TE","PIT",1,3,15
"4677","00-0031387","E.Ebron","TE","PIT",1,17,15
"4678","00-0036326","C.Claypool","WR","PIT",0,0,16
"4679","00-0033553","J.Conner","RB","PIT",1,6,13
"4680","00-0035592","T.Fulgham","WR","PHI",1,20,13
"4681","00-0036398","J.Hightower","WR","PHI",1,9,13
"4682","00-0030061","Z.Ertz","TE","PHI",0,0,11
"4683","00-0035243","M.Sanders","RB","PHI",0,0,12
"4684","00-0036398","J.Hightower","WR","PHI",0,0,13
"4685","00-0036326","C.Claypool","WR","PIT",1,5,16
"4686","00-0036326","C.Claypool","WR","PIT",0,0,16
"4687","00-0031387","E.Ebron","TE","PIT",1,7,15
"4688","00-0036326","C.Claypool","WR","PIT",0,0,16
"4689","00-0036326","C.Claypool","WR","PIT",1,5,16
"4690","00-0035592","T.Fulgham","WR","PHI",0,0,13
"4691","00-0030061","Z.Ertz","TE","PHI",0,0,11
"4692","00-0033857","J.Smith-Schuster","WR","PIT",1,4,16
"4693","00-0035592","T.Fulgham","WR","PHI",1,31,13
"4694","00-0035243","M.Sanders","RB","PHI",1,11,12
"4695","00-0033733","G.Ward","WR","PHI",1,8,16
"4696","00-0034676","J.Washington","WR","PIT",1,8,16
"4697","00-0036326","C.Claypool","WR","PIT",0,0,16
"4698","00-0033857","J.Smith-Schuster","WR","PIT",1,11,16
"4699","00-0033733","G.Ward","WR","PHI",1,2,16
"4700","00-0030061","Z.Ertz","TE","PHI",0,0,11
"4701","00-0035592","T.Fulgham","WR","PHI",1,18,13
"4702","00-0035592","T.Fulgham","WR","PHI",1,19,13
"4703","00-0031384","R.Rodgers","TE","PHI",1,18,14
"4704","00-0035592","T.Fulgham","WR","PHI",1,13,13
"4705","00-0033733","G.Ward","WR","PHI",1,11,16
"4706","00-0035592","T.Fulgham","WR","PHI",1,4,13
"4707","00-0033857","J.Smith-Schuster","WR","PIT",1,14,16
"4708","00-0033553","J.Conner","RB","PIT",1,2,13
"4709","00-0036326","C.Claypool","WR","PIT",1,11,16
"4710","00-0031387","E.Ebron","TE","PIT",1,12,15
"4711","00-0033733","G.Ward","WR","PHI",0,0,16
"4712","00-0036398","J.Hightower","WR","PHI",1,9,13
"4713","00-0035243","M.Sanders","RB","PHI",1,8,12
"4714","00-0035592","T.Fulgham","WR","PHI",0,0,13
"4715","00-0034407","R.McCloud","WR","PIT",1,2,16
"4716","00-0031387","E.Ebron","TE","PIT",0,0,15
"4717","00-0036326","C.Claypool","WR","PIT",1,35,16
"4718","00-0035243","M.Sanders","RB","PHI",0,0,12
"4719","00-0030061","Z.Ertz","TE","PHI",0,0,11
"4720","00-0036398","J.Hightower","WR","PHI",0,0,13
"4721","00-0031408","M.Evans","WR","TB",0,0,16
"4722","00-0027656","R.Gronkowski","TE","TB",1,13,16
"4723","00-0036427","T.Johnson","WR","TB",1,17,14
"4724","00-0036309","D.Mooney","WR","CHI",1,10,16
"4725","00-0030578","C.Patterson","WR","CHI",1,5,16
"4726","00-0031428","A.Robinson","WR","CHI",0,0,16
"4727","00-0034816","R.Jones","RB","TB",1,2,14
"4728","00-0031428","A.Robinson","WR","CHI",1,24,16
"4729","00-0027696","J.Graham","TE","CHI",1,13,16
"4730","00-0031428","A.Robinson","WR","CHI",0,0,16
"4731","00-0036427","T.Johnson","WR","TB",1,35,14
"4732","00-0034816","R.Jones","RB","TB",1,9,14
"4733","00-0031408","M.Evans","WR","TB",1,2,16
"4734","00-0031428","A.Robinson","WR","CHI",1,8,16
"4735","00-0036309","D.Mooney","WR","CHI",0,0,16
"4736","00-0031428","A.Robinson","WR","CHI",0,0,16
"4737","00-0036427","T.Johnson","WR","TB",1,0,14
"4738","00-0036427","T.Johnson","WR","TB",1,9,14
"4739","00-0031273","C.Brate","TE","TB",1,4,16
"4740","00-0031273","C.Brate","TE","TB",1,10,16
"4741","00-0027656","R.Gronkowski","TE","TB",0,0,16
"4742","00-0031408","M.Evans","WR","TB",0,0,16
"4743","00-0034353","A.Miller","WR","CHI",1,7,16
"4744","00-0030155","D.Harris","TE","CHI",1,9,15
"4745","00-0035685","D.Montgomery","RB","CHI",1,-6,15
"4746","00-0035685","D.Montgomery","RB","CHI",1,4,15
"4747","00-0035685","D.Montgomery","RB","CHI",1,12,15
"4748","00-0031428","A.Robinson","WR","CHI",1,13,16
"4749","00-0030578","C.Patterson","WR","CHI",1,25,16
"4750","00-0031428","A.Robinson","WR","CHI",0,0,16
"4751","00-0027656","R.Gronkowski","TE","TB",0,0,16
"4752","00-0031428","A.Robinson","WR","CHI",1,7,16
"4753","00-0027696","J.Graham","TE","CHI",0,0,16
"4754","00-0030578","C.Patterson","WR","CHI",1,8,16
"4755","00-0027696","J.Graham","TE","CHI",1,12,16
"4756","00-0034816","R.Jones","RB","TB",1,8,14
"4757","00-0036427","T.Johnson","WR","TB",0,0,14
"4758","00-0035685","D.Montgomery","RB","CHI",1,0,15
"4759","00-0031428","A.Robinson","WR","CHI",1,3,16
"4760","00-0034353","A.Miller","WR","CHI",1,9,16
"4761","00-0031408","M.Evans","WR","TB",1,6,16
"4762","00-0031408","M.Evans","WR","TB",1,14,16
"4763","00-0035685","D.Montgomery","RB","CHI",0,0,15
"4764","00-0031273","C.Brate","TE","TB",1,1,16
"4765","00-0031273","C.Brate","TE","TB",1,20,16
"4766","00-0031408","M.Evans","WR","TB",1,7,16
"4767","00-0031408","M.Evans","WR","TB",0,0,16
"4768","00-0027696","J.Graham","TE","CHI",1,8,16
"4769","00-0031428","A.Robinson","WR","CHI",1,9,16
"4770","00-0031428","A.Robinson","WR","CHI",1,8,16
"4771","00-0031428","A.Robinson","WR","CHI",1,6,16
"4772","00-0035685","D.Montgomery","RB","CHI",1,4,15
"4773","00-0031428","A.Robinson","WR","CHI",1,8,16
"4774","00-0036309","D.Mooney","WR","CHI",1,5,16
"4775","00-0027656","R.Gronkowski","TE","TB",1,23,16
"4776","00-0031273","C.Brate","TE","TB",1,9,16
"4777","00-0034816","R.Jones","RB","TB",0,0,14
"4778","00-0027656","R.Gronkowski","TE","TB",1,16,16
"4779","00-0036309","D.Mooney","WR","CHI",0,0,16
"4780","00-0034353","A.Miller","WR","CHI",1,2,16
"4781","00-0036309","D.Mooney","WR","CHI",0,0,16
"4782","00-0031428","A.Robinson","WR","CHI",0,0,16
"4783","00-0034816","R.Jones","RB","TB",0,0,14
"4784","00-0036427","T.Johnson","WR","TB",0,0,14
"4785","00-0027696","J.Graham","TE","CHI",0,0,16
"4786","00-0034353","A.Miller","WR","CHI",1,10,16
"4787","00-0035685","D.Montgomery","RB","CHI",1,-1,15
"4788","00-0035685","D.Montgomery","RB","CHI",1,17,15
"4789","00-0031428","A.Robinson","WR","CHI",0,0,16
"4790","00-0031428","A.Robinson","WR","CHI",1,4,16
"4791","00-0031408","M.Evans","WR","TB",1,12,16
"4792","00-0031408","M.Evans","WR","TB",0,0,16
"4793","00-0027656","R.Gronkowski","TE","TB",0,0,16
"4794","00-0031273","C.Brate","TE","TB",0,0,16
"4795","00-0030564","D.Hopkins","WR","ARI",0,0,16
"4796","00-0035527","A.Isabella","WR","ARI",0,0,13
"4797","00-0033045","E.Elliott","RB","DAL",1,0,15
"4798","00-0033045","E.Elliott","RB","DAL",1,4,15
"4799","00-0033258","D.Daniels","TE","ARI",1,1,12
"4800","00-0022921","L.Fitzgerald","WR","ARI",1,5,13
"4801","00-0022921","L.Fitzgerald","WR","ARI",1,6,13
"4802","00-0030564","D.Hopkins","WR","ARI",0,0,16
"4803","00-0035527","A.Isabella","WR","ARI",0,0,13
"4804","00-0036358","C.Lamb","WR","DAL",0,0,16
"4805","00-0033045","E.Elliott","RB","DAL",0,0,15
"4806","00-0030564","D.Hopkins","WR","ARI",0,0,16
"4807","00-0034383","D.Schultz","TE","DAL",1,13,16
"4808","00-0034764","M.Gallup","WR","DAL",1,6,16
"4809","00-0033045","E.Elliott","RB","DAL",1,0,15
"4810","00-0030564","D.Hopkins","WR","ARI",0,0,16
"4811","00-0033118","K.Drake","RB","ARI",0,0,15
"4812","00-0030564","D.Hopkins","WR","ARI",1,13,16
"4813","00-0034681","C.Edmonds","RB","ARI",1,6,16
"4814","00-0033118","K.Drake","RB","ARI",0,0,15
"4815","00-0034775","C.Kirk","WR","ARI",1,6,14
"4816","00-0033591","N.Brown","WR","DAL",1,1,16
"4817","00-0034681","C.Edmonds","RB","ARI",0,0,16
"4818","00-0022921","L.Fitzgerald","WR","ARI",1,11,13
"4819","00-0034383","D.Schultz","TE","DAL",1,4,16
"4820","00-0034764","M.Gallup","WR","DAL",1,17,16
"4821","00-0034383","D.Schultz","TE","DAL",1,6,16
"4822","00-0033045","E.Elliott","RB","DAL",0,0,15
"4823","00-0034764","M.Gallup","WR","DAL",0,0,16
"4824","00-0034775","C.Kirk","WR","ARI",1,80,14
"4825","00-0033045","E.Elliott","RB","DAL",1,3,15
"4826","00-0031544","A.Cooper","WR","DAL",1,8,16
"4827","00-0034383","D.Schultz","TE","DAL",1,12,16
"4828","00-0033045","E.Elliott","RB","DAL",1,-2,15
"4829","00-0034764","M.Gallup","WR","DAL",0,0,16
"4830","00-0031544","A.Cooper","WR","DAL",1,26,16
"4831","00-0036358","C.Lamb","WR","DAL",1,-2,16
"4832","00-0036358","C.Lamb","WR","DAL",1,6,16
"4833","00-0036358","C.Lamb","WR","DAL",0,0,16
"4834","00-0034775","C.Kirk","WR","ARI",0,0,14
"4835","00-0031544","A.Cooper","WR","DAL",0,0,16
"4836","00-0031544","A.Cooper","WR","DAL",1,13,16
"4837","00-0031544","A.Cooper","WR","DAL",1,8,16
"4838","00-0035261","T.Pollard","RB","DAL",0,0,16
"4839","00-0033045","E.Elliott","RB","DAL",1,11,15
"4840","00-0034764","M.Gallup","WR","DAL",0,0,16
"4841","00-0036358","C.Lamb","WR","DAL",0,0,16
"4842","00-0030564","D.Hopkins","WR","ARI",0,0,16
"4843","00-0036358","C.Lamb","WR","DAL",1,7,16
"4844","00-0036358","C.Lamb","WR","DAL",1,27,16
"4845","00-0036358","C.Lamb","WR","DAL",1,6,16
"4846","00-0033591","N.Brown","WR","DAL",1,14,16
"4847","00-0036358","C.Lamb","WR","DAL",0,0,16
"4848","00-0036358","C.Lamb","WR","DAL",1,11,16
"4849","00-0031544","A.Cooper","WR","DAL",0,0,16
"4850","00-0030564","D.Hopkins","WR","ARI",1,60,16
"4851","00-0030564","D.Hopkins","WR","ARI",0,0,16
"4852","00-0022921","L.Fitzgerald","WR","ARI",0,0,13
"4853","00-0035261","T.Pollard","RB","DAL",1,5,16
"4854","00-0035261","T.Pollard","RB","DAL",1,4,16
"4855","00-0033045","E.Elliott","RB","DAL",1,9,15
"4856","00-0036358","C.Lamb","WR","DAL",1,9,16
"4857","00-0032062","B.Bell","TE","DAL",0,0,16
"4858","00-0033045","E.Elliott","RB","DAL",1,6,15
"4859","00-0034383","D.Schultz","TE","DAL",0,0,16
"4860","00-0031544","A.Cooper","WR","DAL",1,14,16
"4861","00-0031544","A.Cooper","WR","DAL",1,9,16
"4862","00-0035261","T.Pollard","RB","DAL",0,0,16
"4863","00-0031544","A.Cooper","WR","DAL",0,0,16
"4864","00-0034764","M.Gallup","WR","DAL",0,0,16
"4865","00-0031544","A.Cooper","WR","DAL",1,1,16
"4866","00-0036322","J.Jefferson","WR","MIN",0,0,16
"4867","00-0032241","T.Gurley","RB","ATL",1,3,15
"4868","00-0027944","J.Jones","WR","ATL",1,20,9
"4869","00-0036322","J.Jefferson","WR","MIN",1,-2,16
"4870","00-0027944","J.Jones","WR","ATL",1,23,9
"4871","00-0034830","H.Hurst","TE","ATL",1,8,16
"4872","00-0032241","T.Gurley","RB","ATL",0,0,15
"4873","00-0034837","C.Ridley","WR","ATL",1,5,15
"4874","00-0034972","A.Mattison","RB","MIN",1,4,13
"4875","00-0034411","R.Gage","WR","ATL",1,17,16
"4876","00-0034970","I.Smith","TE","MIN",1,36,13
"4877","00-0027981","K.Rudolph","TE","MIN",1,19,12
"4878","00-0036322","J.Jefferson","WR","MIN",1,18,16
"4879","00-0034970","I.Smith","TE","MIN",0,0,13
"4880","00-0032241","T.Gurley","RB","ATL",1,3,15
"4881","00-0034837","C.Ridley","WR","ATL",1,18,15
"4882","00-0036322","J.Jefferson","WR","MIN",0,0,16
"4883","00-0034837","C.Ridley","WR","ATL",1,14,15
"4884","00-0034837","C.Ridley","WR","ATL",1,9,15
"4885","00-0027944","J.Jones","WR","ATL",1,4,9
"4886","00-0027944","J.Jones","WR","ATL",1,5,9
"4887","00-0034837","C.Ridley","WR","ATL",1,8,15
"4888","00-0030035","A.Thielen","WR","MIN",1,14,15
"4889","00-0027981","K.Rudolph","TE","MIN",1,9,12
"4890","00-0033567","B.Hill","RB","ATL",1,3,16
"4891","00-0027944","J.Jones","WR","ATL",0,0,9
"4892","00-0034411","R.Gage","WR","ATL",1,17,16
"4893","00-0034411","R.Gage","WR","ATL",1,4,16
"4894","00-0033567","B.Hill","RB","ATL",1,3,16
"4895","00-0027944","J.Jones","WR","ATL",0,0,9
"4896","00-0035208","O.Zaccheaus","WR","ATL",0,0,11
"4897","00-0034837","C.Ridley","WR","ATL",1,7,15
"4898","00-0034411","R.Gage","WR","ATL",1,27,16
"4899","00-0034837","C.Ridley","WR","ATL",0,0,15
